AnimalID,AnimalName,AnimalType,PrimaryColor,SecondaryColor,PrimaryBreed,Sex,DOB,Age,IntakeDate,IntakeCondition,IntakeType,IntakeSubtype,IntakeReason,OutcomeDate,OutcomeType,OutcomeSubtype,OutcomeCondition,Crossing,Jurisdiction,LastUpdate
A1109962,BELKA,DOG,CREAM,,SIBERIAN HUSKY,SPAYED,2014-07-02,10,2024-07-13,MED R,STRAY,OTC,IP ADOPT,2024-07-14,RTO,,MED R,,SAN JOSE,2024-07-14
A1114076,JORGIE,DOG,BLACK,,LHASA APSO,FEMALE,2016-06-17,8,2024-12-27,HEALTHY,STRAY,FIELD,,2024-12-27,RTO,,,1900 BLOCK OF BRAHMS CT.,SAN JOSE,2024-12-27
A1114472,FRIDA,CAT,BLACK,WHITE,DOMESTIC SH,SPAYED,,,2024-11-21,HEALTHY,STRAY,OTC,,2024-11-22,RTO,,,VALLEJO DR/COLOMBO DR,SAN JOSE,2024-11-22
A1117744,RIO,DOG,BROWN,WHITE,AUST CATTLE DOG,NEUTERED,2018-06-23,6,2024-12-14,HEALTHY,STRAY,OTC,,2024-12-15,RTO,,HEALTHY,SILVERLAND DR / TERRA COTTA DR,SAN JOSE,2024-12-15
A1118226,PHILLY,DOG,GRAY,WHITE,PIT BULL,NEUTERED,2015-02-28,9,2024-07-03,BEH U,CONFISCATE,ASO,,2024-07-23,RESCUE,,BEH U,,SAN JOSE,2024-08-26
A1118327,LOBO,DOG,BLACK,TAN,GERM SHEPHERD,MALE,2018-08-16,6,2024-12-13,HEALTHY,STRAY,OTC,,2024-12-13,RTO,,HEALTHY,EULALIE DR/BELLINGHAM DR,SAN JOSE,2024-12-13
A1120649,,CAT,GRAY,WHITE,DOMESTIC SH,SPAYED,,,2024-08-06,MED SEV,STRAY,OTC,,2024-08-06,EUTH,,MED SEV,PORT WAY X IVY GLEN DR,SAN JOSE,2024-08-06
A1120912,CHARLIE,DOG,WHITE,,PIT BULL,NEUTERED,2018-05-14,6,2024-07-09,MED M,OWNER SUR,FIELD,,2024-07-16,RTO,,HEALTHY,,SAN JOSE,2024-07-16
A1122568,OREO,DOG,BLACK,WHITE,SHIH TZU,MALE,2019-02-09,5,2024-08-23,HEALTHY,STRAY,FIELD,,2024-08-25,RTO,,HEALTHY,OCALA X CAPITOL,SAN JOSE,2024-08-25
A1125831,,CAT,PT-CHOC,,DOMESTIC MH,SPAYED,,,2024-08-22,MED R,STRAY,OTC,,2024-08-31,RTF,,MED R,N JACKSON AVE X MAMMOTH DR,SAN JOSE,2024-12-26
A1127258,,CAT,TABBY-ORG,WHITE,DOMESTIC SH,NEUTERED,2011-09-13,12,2024-09-06,MED R,STRAY,OTC,,2024-09-14,RTF,,HEALTHY,TOYON AVE/MCKEE RD,SAN JOSE,2024-09-14
A1127390,,CAT,TABBY-ORG,,DOMESTIC SH,NEUTERED,,,2024-08-01,MED R,STRAY,OTC,,2024-08-06,RTF,,MED R,OAKBRIDGE DR X TOWERS LN,SAN JOSE,2024-08-06
A1128528,PEWEE,DOG,BLACK,WHITE,CHIHUAHUA SH,MALE,2013-05-11,11,2024-08-11,HEALTHY,STRAY,OTC,,2024-08-12,RTO,,HEALTHY,,SAN JOSE,2024-08-12
A1129408,,CAT,TABBY-ORG,,DOMESTIC SH,NEUTERED,,,2024-11-10,MED SEV,STRAY,OTC,,2024-11-15,EUTH,,MED SEV,PARK AVE / SONOMA ST,SAN JOSE,2024-11-15
A1131906,,CAT,CALICO-TRI,,DOMESTIC SH,SPAYED,,,2024-12-28,MED R,STRAY,OTC,,2025-01-03,RTF,,FERAL,LINDMUIR DR X ERINWOOD CT,SAN JOSE,2025-01-03
A1134647,PIRATA,DOG,BLACK,WHITE,AUST SHEPHERD,MALE,2020-11-24,3,2024-11-22,HEALTHY,STRAY,OTC,,2024-12-02,EUTH,,BEH U,MCLAUGHLIN AVE/STORY RD,SAN JOSE,2024-12-02
A1134903,LUNA,DOG,TAN,,BELG MALINOIS,FEMALE,2017-11-05,7,2024-11-06,MED M,STRAY,FIELD,,2024-11-07,RTO,,HEALTHY,SKYWAY DR / MONTEREY HWY,,2024-11-07
A1139241,LUNA,DOG,WHITE,GRAY,SIBERIAN HUSKY,SPAYED,2017-07-24,7,2024-09-09,MED R,STRAY,OTC,,2024-10-27,ADOPTION,,HEALTHY,MONTEREY RD/UMBARGER RD,SAN JOSE,2024-10-27
A1139241,LUNA,DOG,WHITE,GRAY,SIBERIAN HUSKY,SPAYED,2017-07-24,7,2024-08-26,MED R,STRAY,FIELD,,2024-08-26,RTO,,MED R,NORDYKE DR,SAN JOSE,2024-08-26
A1140792,LOBO,DOG,BLACK,TAN,GERM SHEPHERD,MALE,2014-07-30,10,2024-08-04,MED R,STRAY,FIELD,,2024-08-07,RTO,,HEALTHY,BATTAGLIA X CAPITOL,SAN JOSE,2024-08-07
A1143435,,CAT,CALICO-TRI,,DOMESTIC SH,SPAYED,2017-12-11,7,2024-12-11,MED SEV,STRAY,FIELD,,2024-12-12,EUTH,,MED SEV,PLEASANT ACRES X KLEIN,SAN JOSE,2024-12-12
A1143963,,CAT,BLACK,,DOMESTIC SH,NEUTERED,,,2024-12-22,MED SEV,STRAY,FIELD,,2024-12-26,EUTH,,MED SEV,HOLLYWOOD X KEYES,SAN JOSE,2025-08-14
A1144072,NALA,DOG,TRICOLOR,,SIBERIAN HUSKY,SPAYED,2018-10-22,5,2024-09-18,BEH U,EUTH REQ,FIELD OWN,,2024-11-12,ADOPTION,,HEALTHY,,SAN JOSE,2024-11-12
A1144172,CHASE,DOG,WHITE,TAN,SHIH TZU,NEUTERED,2020-10-13,3,2024-10-09,HEALTHY,STRAY,OTC,,2024-10-14,RESCUE,,HEALTHY,CRATER LAKE/SEQUOIA DR,MILPITAS,2024-10-14
A1145178,OREO,DOG,BLACK,,CHIHUAHUA SH,FEMALE,2018-01-30,6,2024-08-15,BEH U,STRAY,OTC,,2024-08-16,RTO,,BEH U,SAN BERNARDINO WAY X SANTA ROSA DR,SAN JOSE,2025-04-03
A1146515,BOBO,DOG,BROWN,,BORDER TERRIER,NEUTERED,2020-10-17,3,2024-10-01,HEALTHY,STRAY,OTC,,2024-10-20,ADOPTION,,HEALTHY,CHYNOWETH AVE X STUDEBAKER CIR,SAN JOSE,2024-10-20
A1147233,,CAT,TABBY-BRN,,DOMESTIC SH,SPAYED,2018-09-29,5,2024-09-26,MED R,STRAY,OTC,,2024-10-03,RTF,,FERAL,3100 BLOCK TERRA COTTA CT / TERRA COTTA CT,SAN JOSE,2024-10-03
A1153263,HONEY,CAT,TORBI-BRN,,DOMESTIC SH,SPAYED,2018-10-30,5,2024-07-16,HEALTHY,STRAY,OTC,,2024-07-23,TRANSFER,,HEALTHY,MONTEREY/UMBARGER,SAN JOSE,2024-07-23
A1153263,HONEY,CAT,TORBI-BRN,,DOMESTIC SH,SPAYED,2018-10-30,5,2024-07-23,HEALTHY,OWNER SUR,OTC,,2024-07-30,RESCUE,,HEALTHY,,SAN JOSE,2025-03-13
A1156286,BON BON,DOG,CREAM,,CHIHUAHUA SH,MALE,2012-10-16,11,2024-09-15,MED R,STRAY,MEDVET,,2024-09-15,RTO,,MED R,ALMA X ALMDADEN,SAN JOSE,2024-09-15
A1160148,RAMSEY,DOG,BLACK,BROWN,GERM SHEPHERD,MALE,2019-05-28,5,2024-11-20,MED R,STRAY,FIELD,,2025-05-05,RESCUE,,MED R,SAN ANTONIO CT / E SAN ANTONIO ST,SAN JOSE,2025-06-09
A1160414,BUBBLE,DOG,WHITE,,POODLE MIN,SPAYED,2006-08-25,18,2024-12-16,MED M,STRAY,OTC,,2024-12-16,RTO,,MED M,LANAI AVE/TOLBERT DR,SAN JOSE,2024-12-16
A1163043,,CAT,ORANGE,,DOMESTIC SH,SPAYED,,,2024-09-26,MED SEV,STRAY,OTC,,2024-09-26,EUTH,,MED SEV,HELLYER  AVE / YERBA BUENA RD,SAN JOSE,2025-08-14
A1165016,YURI,DOG,WHITE,RED,ALASK MALAMUTE,NEUTERED,2021-01-01,3,2024-08-26,HEALTHY,OWNER SUR,OTC,,2024-10-28,ADOPTION,,HEALTHY,,SAN JOSE,2024-10-28
A1165426,YOGI,DOG,RED,,COCKER SPAN,MALE,2019-06-12,5,2024-07-26,MED R,STRAY,OTC,,2024-07-26,RTO,,MED R,SIPPOLA WAY X FLORY WAY,SAN JOSE,2025-10-17
A1166098,ZION,DOG,SABLE,WHITE,PIT BULL,NEUTERED,2018-02-27,6,2024-08-13,HEALTHY,STRAY,OTC,,2024-08-14,RTO,,HEALTHY,S WHITE RD / STORY RD,SAN JOSE,2024-08-14
A1166899,SHILOH,DOG,BLACK,TAN,GERM SHEPHERD,SPAYED,2015-12-18,8,2024-12-11,MED R,STRAY,OTC,,2025-01-02,EUTH,,MED EMERG,N CAPITOL AVE/MINUET DR,SAN JOSE,2025-01-02
A1172365,SIMBA,DOG,TAN,WHITE,PIT BULL,NEUTERED,2018-11-14,6,2024-12-10,MED R,CONFISCATE,POLICE,,2024-12-11,RTO,,MED R,,SAN JOSE,2024-12-11
A1176008,TOOTHLESS,DOG,BLACK,WHITE,GERM SHEPHERD,NEUTERED,2020-01-05,4,2024-08-02,HEALTHY,STRAY,FIELD,,2024-08-08,ADOPTION,,,S WHITE RD,SAN JOSE,2024-08-08
A1177643,KARMA,DOG,GRAY,WHITE,PIT BULL,SPAYED,2016-07-09,8,2024-08-10,MED R,STRAY,OTC,,2024-12-06,RESCUE,,MED R,TULLY RD X LA RAGIONE AVE,SAN JOSE,2024-12-06
A1179274,KISKA,CAT,WHITE,GRAY,DOMESTIC SH,SPAYED,2019-07-23,4,2024-07-11,MED R,STRAY,OTC,,2024-08-12,ADOPTION,,HEALTHY,PALM BEACH WAY,SAN JOSE,2024-08-12
A1179494,MARLO,CAT,TABBY-GRAY,,DOMESTIC MH,NEUTERED,2019-09-25,5,2024-11-01,HEALTHY,OWNER SUR,OTC,,2024-11-24,ADOPTION,,HEALTHY,,SAN JOSE,2024-11-24
A1179495,MILO,CAT,GRAY,,DOMESTIC MH,NEUTERED,2019-09-25,5,2024-11-01,HEALTHY,OWNER SUR,OTC,,2024-12-26,ADOPTION,,HEALTHY,,SAN JOSE,2024-12-26
A1180887,,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,,,2024-07-25,MED SEV,STRAY,OTC,,2024-07-25,EUTH,,MED SEV,3100 BLOCK VESUVIUS LN X MAUNA KEA LN,SAN JOSE,2024-07-25
A1183002,KENNITA,DOG,BLACK,BROWN,GERM SHEPHERD,FEMALE,2015-08-23,8,2024-07-03,HEALTHY,STRAY,OTC,,2024-07-03,RTO,,HEALTHY,LANAI AVE X WAVERLY AVE,SAN JOSE,2024-07-03
A1186051,JUNIOR,DOG,BRINDLE-BN,,PIT BULL,NEUTERED,2017-11-20,6,2024-07-14,HEALTHY,STRAY,OTC,,2024-07-15,RTO,,HEALTHY,CAS DR/LOS ARBOLES,SAN JOSE,2024-07-15
A1188742,LUNA,DOG,BLACK,BROWN,GERM SHEPHERD,FEMALE,2020-01-23,4,2024-11-02,MED EMERG,STRAY,FIELD,,2024-11-02,TRANSFER,,MED EMERG,S KING X CUNNINGHAM,SAN JOSE,2024-11-02
A1188742,LUNA,DOG,BLACK,BROWN,GERM SHEPHERD,FEMALE,2020-01-23,4,2024-11-03,MED EMERG,STRAY,FIELD,,2024-11-09,RESCUE,,MED EMERG,S KING X CUNNINGHAM,SAN JOSE,2024-11-09
A1191062,BUDDY,DOG,BROWN,,CHIHUAHUA SH,MALE,2015-10-22,8,2024-07-29,HEALTHY,CONFISCATE,POLICE,,2024-07-30,RTO,,HEALTHY,,SAN JOSE,2024-07-31
A1191926,JAZZ,DOG,TAN,,PIT BULL,SPAYED,2017-12-26,6,2024-08-21,BEH U,CONFISCATE,BITE,,2024-10-04,EUTH,,BEH U,,MILPITAS,2024-10-04
A1193730,LOLA,DOG,BLACK,GRAY,SIBERIAN HUSKY,FEMALE,2019-09-04,5,2024-09-03,MED R,STRAY,FIELD,,2024-09-04,RTO,,MED R,4TH X E ST JOHN,SAN JOSE,2024-09-04
A1193730,LOLA,DOG,BLACK,GRAY,SIBERIAN HUSKY,FEMALE,2019-09-04,5,2024-10-15,BEH U,CONFISCATE,ASO,,2024-10-16,RTO,,BEH U,,,2024-10-16
A1194034,BABY,DOG,BROWN,,GERM SHEPHERD,FEMALE,2020-06-08,4,2025-01-14,HEALTHY,CONFISCATE,POLICE,,2025-01-15,RTO,,HEALTHY,,SAN JOSE,2025-01-15
A1194628,NIKE,CAT,BLACK,,DOMESTIC SH,NEUTERED,2011-06-11,13,2024-08-25,HEALTHY,OWNER SUR,FIELD,,2024-09-01,ADOPTION,,HEALTHY,,SAN JOSE,2024-09-01
A1194628,NIKE,CAT,BLACK,,DOMESTIC SH,NEUTERED,2011-06-11,13,2024-09-15,HEALTHY,RETURN,,,2024-09-20,ADOPTION,,HEALTHY,,SAN JOSE,2024-09-20
A1195580,,CAT,TABBY-GRAY,,DOMESTIC SH,SPAYED,,,2024-08-01,MED SEV,STRAY,OTC,,2024-08-01,EUTH,,MED SEV,OAKLAND RD X COMMERCIAL ST,SAN JOSE,2024-08-01
A1200385,TOASTEE,DOG,TAN,,CHIHUAHUA SH,MALE,2020-08-23,3,2024-08-16,HEALTHY,STRAY,OTC,,2024-08-16,RTO,,HEALTHY,BLOSSOM HILL RD/ WALTRIP LN,SAN JOSE,2024-08-16
A1204089,OREO,CAT,BLACK,WHITE,DOMESTIC SH,NEUTERED,2019-08-24,5,2024-11-01,HEALTHY,OWNER SUR,OTC,,2024-11-27,ADOPTION,,HEALTHY,,SAN JOSE,2024-11-27
A1206378,BERNIE,DOG,WHITE,RED,AMERICAN COCKER,NEUTERED,,,2024-07-27,MED R,STRAY,OTC,,2024-07-27,RTO,,MED R,JACKSON ST/ N 10TH ST,SAN JOSE,2024-07-27
A1207872,,CAT,PT-LYNX,,DOMESTIC SH,NEUTERED,,,2024-09-08,MED SEV,STRAY,FIELD,,2024-09-09,EUTH,,MED SEV,WALLY PLACE WAY / COLT WAY,SAN JOSE,2024-09-09
A1208403,SAGE ??,CAT,WHITE,BROWN,DOMESTIC LH,NEUTERED,2015-09-26,9,2024-09-26,MED SEV,STRAY,MEDVET,,2024-09-27,EUTH,,MED SEV,SILVER TIP CT X BLUE SPRUCE,MILPITAS,2024-09-27
A1208842,,CAT,BLACK,WHITE,DOMESTIC MH,NEUTERED,2019-11-03,4,2024-10-15,MED SEV,STRAY,OTC,,2024-11-08,EUTH,,MED SEV,SADDLEBROOK DR X EDENVALE AVE,SAN JOSE,2024-11-08
A1210071,COPPER,DOG,BLACK,,LABRADOR RETR,MALE,2020-11-11,4,2024-11-22,HEALTHY,STRAY,OTC,,2024-11-22,RTO,,HEALTHY,SOUTHSIDE DR X MONTEREY RD,SAN JOSE,2024-11-22
A1215963,,CAT,BLACK,,DOMESTIC SH,SPAYED,,,2024-09-18,MED SEV,STRAY,OTC,,2024-09-20,EUTH,,MED SEV,FLEMING AVE X WARNER DR,SAN JOSE,2025-08-14
A1216909,BLUE,DOG,GRAY,,PIT BULL,MALE,2018-03-18,6,2024-08-31,BEH M,OWNER SUR,FIELD,,,MISSING,,,,SAN JOSE,2026-02-16
A1222064,,CAT,GRAY,,DOMESTIC SH,NEUTERED,,,2024-08-15,MED SEV,STRAY,OTC,,2024-08-15,EUTH,,MED SEV,SARASOTA WAY X LANAI AVE,SAN JOSE,2024-08-15
A1222558,KING MILO,DOG,BRINDLE-BN,WHITE,BULLDOG,NEUTERED,2019-07-15,5,2025-01-15,BEH U,CONFISCATE,ASO,,2025-01-31,RTO,,BEH U,,SAN JOSE,2025-01-31
A1224148,,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,,,2025-01-19,MED R,STRAY,OTC,,2025-01-19,EUTH,,MED SEV,STEEPLECHASE LN / ROLLING DELL DR,SAN JOSE,2025-01-19
A1224837,,CAT,WHITE,,DOMESTIC SH,NEUTERED,2020-01-09,5,2025-01-08,MED R,STRAY,OTC,,2025-01-15,RTF,,MED R,PAULA ST X NORTHRUP ST,SAN JOSE,2025-01-15
A1224837,,CAT,WHITE,,DOMESTIC SH,NEUTERED,2020-01-09,4,2024-08-30,MED R,STRAY,OTC,,2024-09-17,RTF,,FERAL,800 BLOCK PAULA ST,SAN JOSE,2024-09-17
A1225830,GORDON,DOG,BLACK,,DOBERMAN PINSCH,NEUTERED,2020-01-30,4,2024-07-21,BEH U,CONFISCATE,BITE,,2024-07-31,RTO,,BEH U,,CUPERTINO,2024-08-05
A1226149,KLONDIKE,DOG,WHITE,,GERM SHEPHERD,SPAYED,2019-08-21,4,2024-08-14,MED R,STRAY,OTC,,2024-12-29,ADOPTION,,HEALTHY,MCKEE RD X KING RD,SAN JOSE,2024-12-29
A1228367,TOBY,DOG,WHITE,,POODLE MIN,NEUTERED,2015-08-28,9,2024-10-28,MED R,OWNER SUR,FIELD,,2024-10-30,RESCUE,,MED R,,SAN JOSE,2024-10-30
A1229266,MAMAS,DOG,BROWN,,CHIHUAHUA SH,SPAYED,2017-08-30,7,2024-09-04,HEALTHY,STRAY,FIELD,,2024-09-13,ADOPTION,,HEALTHY,S 2ND ST / E REED ST,SAN JOSE,2024-09-13
A1229372,THOMAS,DOG,YELLOW,,GOLDEN RETR,MALE,,,2024-09-26,MED R,STRAY,FIELD,,2024-09-26,RTO,,MED R,PIEDMONT RD. / YOSEMITE DR,MILPITAS,2024-09-26
A1229372,THOMAS,DOG,YELLOW,,GOLDEN RETR,MALE,,,2024-11-26,HEALTHY,STRAY,OTC,,2024-11-26,RTO,,HEALTHY,PIEDMONT/LANDESS,MILPITAS,2024-11-26
A1229400,JELLY BEAN,CAT,TABBY-BRN,WHITE,DOMESTIC SH,SPAYED,2021-02-01,3,2024-07-16,MED R,STRAY,OTC,,2024-08-18,ADOPTION,,MED R,S 4TH ST X E SAN SALVADOR ST,SAN JOSE,2024-08-18
A1229661,MUNIECA,DOG,BLACK,,POODLE MIN,FEMALE,2018-11-02,6,2024-11-02,MED M,STRAY,OTC,,2024-11-03,RTO,,MED M,"1900 BLOCK LAVONNE AVE, SAN JOSE CA 95116",SAN JOSE,2024-11-03
A1230439,,CAT,BLACK,WHITE,DOMESTIC MH,SPAYED,,,2024-12-29,MED SEV,STRAY,,,2024-12-29,EUTH,,MED SEV,,,2024-12-29
A1232538,LU,DOG,BRINDLE-BN,,PIT BULL,NEUTERED,2018-10-10,6,2025-01-15,BEH U,STRAY,OTC,,2025-01-15,RTO,,BEH U,ENDICOTT DR / ALFRED WAY,SAN JOSE,2025-01-15
A1232617,MEGAN,CAT,TORTIE-B\O,,DOMESTIC SH,SPAYED,2021-07-15,3,2024-11-26,HEALTHY,STRAY,OTC,,2024-12-05,RTF,,HEALTHY,S 17TH ST / E SAN ANTONIO ST,SAN JOSE,2024-12-05
A1235698,LUNA,DOG,WHITE,,SIBERIAN HUSKY,SPAYED,2018-10-30,6,2024-11-25,MED R,STRAY,FIELD,,2024-11-27,RTO,,HEALTHY,THORNHAVEN X HOUNDHAVEN,SAN JOSE,2024-11-27
A1235698,LUNA,DOG,WHITE,,SIBERIAN HUSKY,SPAYED,2018-10-30,6,2024-12-06,HEALTHY,STRAY,OTC,,2024-12-06,RTO,,HEALTHY,MONTEREY/SKYVIEW,SAN JOSE,2024-12-06
A1235698,LUNA,DOG,WHITE,,SIBERIAN HUSKY,SPAYED,2018-10-30,5,2024-10-19,HEALTHY,CONFISCATE,BITE,,2024-10-30,RTO,,HEALTHY,,SAN JOSE,2024-10-30
A1235698,LUNA,DOG,WHITE,,SIBERIAN HUSKY,SPAYED,2018-10-30,5,2024-08-21,MED R,STRAY,OTC,,2024-08-22,RTO,,MED R,HOUNDSHAVEN WAY X SKYWAY DR,SAN JOSE,2024-08-22
A1238268,SPOT,DOG,GRAY,WHITE,FRENCH BULLDOG,NEUTERED,2021-03-14,3,2024-11-29,MED R,OWNER SUR,OTC,,2024-12-20,RESCUE,,MED R,,SAN JOSE,2024-12-20
A1238335,KORRA,DOG,TAN,,BELG MALINOIS,FEMALE,2020-09-09,3,2024-08-22,MED R,OWNER SUR,OTC,,2024-10-18,RESCUE,,BEH U,,SAN JOSE,2024-10-18
A1238423,,CAT,BLACK,,DOMESTIC SH,SPAYED,,,2025-01-09,MED R,STRAY,OTC,,2025-01-09,RTF,,MED R,VISTA CT X VISTA DR,CUPERTINO,2025-01-09
A1238659,,CAT,TABBY-BRN,WHITE,DOMESTIC SH,NEUTERED,,,2024-09-25,MED SEV,STRAY,OTC,,2024-09-25,EUTH,,MED SEV,FAIRPLACE X FAIR AVE,SAN JOSE,2024-09-25
A1238759,MAHALANI,DOG,WHITE,,SIBERIAN HUSKY,FEMALE,2021-11-20,3,2024-11-19,HEALTHY,STRAY,FIELD,,2024-11-20,RTO,,HEALTHY,PIEDMONT X BERRYESSA,SAN JOSE,2024-11-20
A1238970,BELLA,CAT,CALICO-DIL,WHITE,DOMESTIC SH,SPAYED,2020-08-29,4,2024-09-04,HEALTHY,RETURN,OTC,AGG ANIMAL,2024-11-17,ADOPTION,,HEALTHY,,SAN JOSE,2024-11-17
A1238970,BELLA,CAT,CALICO-DIL,WHITE,DOMESTIC SH,SPAYED,2020-08-29,3,2024-08-08,HEALTHY,STRAY,OTC,,2024-09-01,ADOPTION,,HEALTHY,KEEWAYDIN CT X LA TORRE AVE,SAN JOSE,2024-10-31
A1239104,QUIN,CAT,WHITE,BLACK,DOMESTIC SH,NEUTERED,2021-07-19,3,2024-11-20,HEALTHY,STRAY,OTC,,2024-12-14,ADOPTION,,HEALTHY,SPRUANCE ST/WOODING CT,SAN JOSE,2024-12-14
A1239565,FREYJA,DOG,BROWN,BLACK,GERM SHEPHERD,SPAYED,2021-04-26,3,2024-12-06,HEALTHY,STRAY,OTC,,2024-12-06,RTO,,HEALTHY,MONTEREY/SKYVIEW,SAN JOSE,2024-12-06
A1240674,ATHENA,DOG,BROWN,,AMERICAN STAFF,SPAYED,2016-06-11,8,2024-07-01,MED R,OWNER SUR,FIELD,,2025-10-24,ADOPTION,,HEALTHY,,SAN JOSE,2026-02-03
A1241109,WHEELS,DOG,GRAY,,FRENCH BULLDOG,NEUTERED,2021-07-20,3,2024-11-14,MED M,EUTH REQ,FIELD OWN,,2024-11-21,RESCUE,,MED M,,SAN JOSE,2024-12-04
A1241421,ROCKY BALBOA,DOG,TRICOLOR,,AUST CATTLE DOG,NEUTERED,2021-03-21,3,2024-11-13,HEALTHY,STRAY,OTC,,2024-11-13,RTO,,HEALTHY,W HEDDING ST/N SAN PEDRO ST,SAN JOSE,2024-11-13
A1241471,MILO,CAT,TABBY-ORG,WHITE,DOMESTIC SH,NEUTERED,2017-06-24,7,2025-01-15,HEALTHY,OWNER SUR,,,2025-01-22,ADOPTION,,,,SAN JOSE,2025-01-22
A1243463,GOOD GAME,DOG,BROWN,BLACK,GERM SHEPHERD,NEUTERED,2019-06-21,5,2025-01-10,HEALTHY,STRAY,OTC,,2025-05-04,RESCUE,,HEALTHY,N CAPITOL AVE / MCKEE AVE,SAN JOSE,2025-05-04
A1243811,SKY,DOG,BRINDLE-BN,WHITE,PIT BULL,SPAYED,2021-02-18,3,2024-08-29,MED R,STRAY,OTC,,2024-09-06,RTO,,HEALTHY,MONTEREY RD,SAN JOSE,2024-09-06
A1243811,SKY,DOG,BRINDLE-BN,WHITE,PIT BULL,SPAYED,2021-02-18,3,2024-09-22,HEALTHY,CONFISCATE,POLICE,,2024-10-05,RTO,,HEALTHY,,SAN JOSE,2024-10-05
A1246150,KING,DOG,GRAY,WHITE,AM PIT BULL TER,NEUTERED,2017-01-14,7,2024-10-25,MED R,OWNER SUR,OTC,,2025-02-09,RESCUE,,MED R,,OUT OF COUNTY,2025-02-09
A1249404,LOUIE,CAT,BLACK,WHITE,DOMESTIC SH,NEUTERED,2016-03-22,8,2024-07-23,HEALTHY,OWNER SUR,OTC,,2024-08-29,ADOPTION,,HEALTHY,,OUT OF COUNTY,2024-08-29
A1251450,FRENCHIE,CAT,GRAY,,DOMESTIC MH,NEUTERED,2021-03-27,3,2024-09-15,MED R,OWNER SUR,,,2024-09-28,ADOPTION,,,,SAN JOSE,2024-09-28
A1251450,FRENCHIE,CAT,GRAY,,DOMESTIC MH,NEUTERED,2021-03-27,3,2024-09-08,MED R,STRAY,OTC,,2024-09-15,RTO,,MED R,VISTA MONTANA X W TASMAN DR,SAN JOSE,2024-09-15
A1254494,PRETZEL,DOG,TAN,,GERM SHEPHERD,NEUTERED,2021-11-12,2,2024-10-01,HEALTHY,OWNER SUR,FIELD,,2025-06-03,ADOPTION,,HEALTHY,,SAN JOSE,2025-06-03
A1255727,ROCCO,DOG,BROWN,BLACK,ROTTWEILER,NEUTERED,2021-09-24,2,2024-09-15,BEH M,OWNER SUR,FIELD,LANDLORD,2025-04-10,ADOPTION,,BEH M,,SAN JOSE,2025-04-10
A1258106,APOLLO,DOG,BROWN,WHITE,PIT BULL,NEUTERED,2020-05-10,4,2024-12-17,HEALTHY,CONFISCATE,HOSPITAL,,2025-01-12,RTO,,HEALTHY,,COUNTY,2025-01-12
A1259426,PINOCHO,CAT,BLACK,,DOMESTIC SH,NEUTERED,2022-03-16,2,2024-07-24,FERAL,STRAY,,,2024-07-24,RTO,,HEALTHY,SIERRA RD,SAN JOSE,2024-07-24
A1260466,APOLLO,DOG,TAN,,RAT TERRIER,NEUTERED,2021-05-26,3,2025-01-16,HEALTHY,CONFISCATE,POLICE,,2025-01-30,RTO,,HEALTHY,,MILPITAS,2025-02-02
A1261622,WOOLEY,DOG,GRAY,BLACK,SCHNAUZER MIN,NEUTERED,2019-06-17,5,2024-07-16,MED R,STRAY,OTC,,2024-07-27,ADOPTION,,HEALTHY,S 4TH ST X E SAN SALVADOR ST,SAN JOSE,2024-07-27
A1262134,,CAT,GRAY,,DOMESTIC SH,NEUTERED,,,2024-08-15,MED R,STRAY,OTC,,2024-08-24,RTF,,FERAL,CRUCERO DR X CRUCERO DR,SAN JOSE,2024-08-24
A1262901,OPIE,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,2022-04-28,2,2024-07-20,MED R,OWNER SUR,OTC,,2024-09-03,ADOPTION,,MED R,,SAN JOSE,2024-09-03
A1263459,WARREN,DOG,BLACK,WHITE,BORDER COLLIE,NEUTERED,,,2024-08-22,MED R,STRAY,OTC,,2024-08-22,RTO,,HEALTHY,GROSSMONT DR,SAN JOSE,2024-08-22
A1268701,RICO,CAT,BUFF,WHITE,DOMESTIC SH,NEUTERED,2021-12-13,2,2024-10-10,MED R,STRAY,OTC,,2024-10-11,RTO,,HEALTHY,RUSKIN DR X SHAFFER DR,SAN JOSE,2024-10-11
A1269232,FLOOF,CAT,BLACK,,DOMESTIC LH,NEUTERED,2020-07-13,4,2024-12-19,BEH M,OWNER SUR,OTC,,2025-01-20,RESCUE,,BEH M,,SAN JOSE,2025-01-20
A1271498,SETH,DOG,BROWN,WHITE,BORDER COLLIE,MALE,2023-04-04,1,2024-09-03,HEALTHY,STRAY,FIELD,,2024-09-05,RTO,,HEALTHY,N MILPITAS BLVD X MIDWICK DR,MILPITAS,2024-09-05
A1272969,DAYDREAMER,DOG,BLACK,WHITE,AM PIT BULL TER,NEUTERED,2020-08-30,3,2024-08-28,HEALTHY,CONFISCATE,POLICE,,2024-09-04,RTO,,HEALTHY,,SAN JOSE,2024-09-04
A1274537,SPARKY,DOG,OTHER,,TOY FOX TERRIER,MALE,2012-07-15,12,2024-07-22,HEALTHY,STRAY,OTC,,2024-08-27,ADOPTION,,HEALTHY,ROEDER RD/AZUCAR AVE,SAN JOSE,2024-08-27
